textID,preprocessed_text,Length_of_Preprocessed_Text,class
6ade0d4ec8,hmm following think declined thehodge inclusion network,7,0
5bb9044322,hates goodbyes,2,1
972394bef4,using old phone gosh miss phone,6,1
ffabf61447,mcfly not best band ever wish watch concert singapore not place would tour,13,0
ca047873ea,return sideways meds bills,4,1
0a45238d11,bgt quite awkward moment poor girl hope not loose,9,0
7c5efaacfe,party wiped dead stuff,4,1
b6129f53ba,running errands geeta feeling like plague,6,1
6c6692340f,say poems ready write nothing else matters well known song tells,11,0
127b127c19,trying stay awake anyone tips keep awake,7,0
b525af6e9d,doesnt know pimp twitter page,5,0
bd856e42b1,hungry fool ill probably never see krispy kreme enjoy closing,10,0
6dbbd88efb,bananabrain got hit car got screwed oepn wounds broken finger broken toe toe nail,14,1
05c986e033,doh hoping get book missus exclusive books closed,8,0
5c3958ef03,adding comments friends want sum,5,0
ffe21d13e9,not seen muffin two whole days,6,1
8bd924b817,still thinking fkc meal missed yesterday,6,1
30cba3045d,plead temporary insanity agreeing metric century cycling event tomorrow,9,1
1cb9a2596b,isnt,1,0
3da251fc87,cystic lacrimal infectection eye face swollen hurts,7,1
cdcaac066e,terrible haha new fact could not cost part kind spock,10,0
6bc20cdd81,listening people saying eww current frog disection poor froggy,9,1
7b4e00002d,nooooowwww youre busy dam see long known,7,1
c7440bb4e0,want one wanna give one,5,0
ab12894d8d,spent day putting trampoline tired use cool though,8,0
67a8fd1f5b,doin homework ugh,3,1
fd98097a71,since demise woolworths not easy find reasonably priced pick mix anywhere,11,1
ad9d788f60,making muffinsss wheat jerm aannndd psyillium husk,7,0
3d02e5d22e,head hurts air freshner horriblel scent ever super grossed,9,1
56a74b4036,dubbed breesaholic insomniac feels special must add third angel drink post,11,0
8d484d4f89,work booo,2,1
2460ff68a8,bbq party,2,0
7e21d29787,chem not good physics tired astri hahaha ntn bbf juga hihi gue sukanya jun pyo,15,1
f2d0f679f4,another day gone wake early tomorrow,6,0
b3175e5a2a,today first baseball game bats,5,0
4de54ea160,work till,2,0
35c1084565,babe aint reading tweets phone fallen apart new comes nxt track ball keeps fallin phone,15,0
cb1be914d8,words live http blip,4,0
8375f8713a,hiii missed bored,3,1
8faa4f64c4,going die study overload weekend much homework paying work interrupt screwed,11,1
fdcdaf7a46,not much listening music,4,0
ab507b0cdb,best hair ever totally jealous mine unfixable forget leave sunglasses stuck long,12,0
22a87f2ca8,hello back andim drunk much asi love friends hate unintentionally make feel inadequate ineedhelp,14,0
adff84e5fd,outside hour sun bloody hot tan wait monday spend around hours outside,12,0
bf0ba90bd9,attending cic parents orientation tomorrow need wake early,8,0
047f46f5ed,lol sounds like not call babe done thought,8,0
0d84d8bf82,evening yorkshire warm overcast not tell dark lol,8,0
f75ecd3315,hey nawwwww pity show lol great lasted though aye robluketic live http ustre,13,0
11172b19df,woohoo broom isnt standards seatbelt mine whispers like swiffer,9,0
8f80919e3c,got hard parents apart marriage months year apart,8,1
6bb974430e,sorry hun fine thanks kids driving nuts hey back school monday,11,0
ab0de04793,lack sleep leads major head ach,6,0
db122f85bd,stoped broadcasting blogtv coz left one one came way,9,1
122e401a45,scrub moisturize doesnt even sounds like ishowering maybe inclined follow rephael,11,0
def0c6563e,goin work,2,0
8c355c4576,whaaaat happen,2,0
4f515f5e73,hmm disappointed made servings able enjoy one stomach full wishing company help,12,0
d237e55e21,kind lonely nobody answer phone,5,1
0b5c2a7d7c,downloading songs trying sneak lil homework main priority not songs lol,11,0
0a3a00c98d,finally graduation school sick today,5,1
d6fe273ce4,headed venue bbl,3,0
ad1caa156a,also hanging right bored hahaha not work today different hours money lol whatev,13,1
85f00e273f,woohoo day week lord made remembered get wear jeans chanclas week,11,0
380a4cb55c,sounds like sonics never record say spicy bred buffalo wings blu cheese beer,13,0
a3bbfce7c7,still guess not want talk,5,0
6ba366b057,gonna life not good exit hallway stuck world,8,1
6d7271eeee,sorry delay publishing weeks show technical difficulties encoding asap may saturday,11,1
a543a92656,stomach killing not sleep,4,1
8d5e910b2d,making breakfast,2,0
02d140362f,hours work sunday boo find time two hour lunchbreak though yeah,11,0
7a9470258e,sadd sancha june fail gonna chini,6,1
802b60189a,bother celebs cause almost like talking,6,1
fb06a8fd41,wonder running son,3,0
a047bf17df,payday yay good bills bills bills broke already,8,0
9d30f19fe0,terrible headache need relief,4,1
8863ca69b7,need coffee get ready start new day lie,8,0
9cea7b2928,happy monday tweeples hope not hard get bed back gear,10,0
844b2405f4,watching episode jonas omj,4,0
0f315c2305,not like dress,3,1
0f8f76fc11,gonna brothers show still feeling like poo,7,1
7e81c111ec,bara closets adventure aggghhhh enough muak mcm baby gary sudah,10,0
ea843f76b0,must jay leno leave show,5,0
2fc866059e,apparently looong time seeing seem everywhere except,7,0
7bd5ed1d5e,dont iphone maybe next week,5,0
a971eb9be0,would love guys toured really philippines tour,7,0
106e3d1042,broke day guitar hero metallica comes boooooooo,7,1
e5b37e1d91,shack idol today not wait gonna funnn poor cameron fell bar speech today felt bad,15,0
344e7ec2e1,making list sic attendances,4,0
0919b2fd2c,need read fic lost,4,0
ae8e530552,chatting willy valdez comics,4,0
9886a5f76c,motorcycle sale road mind would stupid get summer months away,10,1
ddc2991848,none yea last weekend crazy think partied hard thats sic,10,0
f59b7b7a48,mock chemistry exam today central park gonna chem bio tournament,10,0
aebcb91e4a,tonight international space station head texas least,7,0
eef36565ea,maxxie anwar think one next,5,0
fd4146baf7,scary cape guy,3,1
bcf1767c4a,whaaaat house working hard,4,1
0fe2f88a9e,anytime,1,0
93e4f209fc,work actual work,3,0
722fb5bb55,omg realy not sleep ughh,5,1
bca03c7d06,welcomeee backkkkk,2,0
ae46261e69,confused,1,0
484e833d5d,need coffee,2,0
67a4d22602,darts lunch horse brass beer http bmap,7,0
48037aa2e7,maybe tonights night pick,4,0
c751e1395c,never watched many movies one night mommy,7,0
57053c2d16,nope would music,3,0
a8734230b6,traffic,1,1
9f2e24129d,steam punlk fashion show anime north first year since torcon not back til missed,14,1
de99576783,get ready toms gotta make sure not done anything stupid ill tweet late,13,1
07836035cd,damm feel like song dead gone travis garland,8,1
6105d03cd9,subhana allah got scare told started anxiety,7,1
e381609148,dont depress mother law staying weekend someone else wait kids,10,1
38c5df766b,none people talk class going bored period,7,1
bc5a1c6144,watching spongebob,2,0
fbb718fa07,dinner yummy still super tired things went enroll college,9,0
f06829d59d,got little scare tonight couldnt fall back sleep started working digital imaging project looking good,15,0
6b2d7e4201,twitter tends,2,0
74168b3eea,taking local art,3,0
055fe824e5,ended face face bear driving home evening sadly took woods hauled cameraphone,12,1
8a21403435,meeee listening sad music missing http www daytrotter com,9,1
44572fb7cd,wanna know bad coworker brewed fresh cup coffee think bacon,10,1
133a3a86df,profile pic bio updates lots following followers zap pow block annoying strangely satisfying,13,0
b27918c936,friend went something read http jmjb,6,0
e6e587e013,dream kind bug eye,4,0
e137ff5246,know not saying hell http twurl cjc,7,1
0e533abdae,super sad bart etc holding,5,1
48b41c2f95,last late late pat kenny bless,6,0
b5e4ae34b8,omg trying fix pic not working ugh also mom wont let sleep sanzz bad day,15,1
16dd908d13,http twitpic com girrrrrrrrlll going miss bad,7,1
d5048db173,worried reply sending sms,4,1
c668b1eefc,week palm pre comes centro dies temp phone contacts not transfered yet sadpanda,13,0
401d7d6bef,awww still not going look though,6,0
33596d8109,sorry hear mom really sucks,5,1
5aafc15649,try minna edited quickly sorry,5,1
bd0fa6cebd,pants idea could new attempt world wide attract business back airlines,11,0
4f376c3bf4,internet painfully slow today,4,1
7cd1b21623,http twitpic com see miles away,6,0
86a04de3a2,hahaha not tell,3,0
9125201b80,awesomeness phillip not completely finished goes left right,8,0
96e6ccc10b,getting ready start work week not tgif monday,8,1
cffc40e08d,http tinyurl com dmn mcfly parody chris moyles,8,0
e0ab38d130,almost done first day spa missed place headed fort collins close casa kent,13,0
65257c7fce,not not list,3,0
b001d5011c,still internet home,3,1
76b443a115,not really feel like got tan gave working instead skin cancer overrated,12,0
1e515e4f8e,hate young,2,1
6c2bcec172,roxie not feeling well http apps facebook com dogbook profile view,11,1
a5393bcaec,yummy thanks strangely quiet kids downstairs harassing lance,8,0
ae241979ab,not front wats score inning,5,0
ce73864ab9,feel type way cause not talkin anyone,7,0
ddf799d5f8,today cold wind want like love hot weather reaped strawberry yday,11,0
4aed3468ad,not great guy related,4,0
e189518df8,hanging cousin,2,0
00111ea2bb,music collection coming soon haha,5,0
8fad6df5db,ugh cramps hot,3,1
958eed7410,rolling bed past hours still unable sleep,7,0
c2bdf76265,got back exam surely gonna fail trying get tickets divo someone doesnt want,13,1
d5d3fc0a59,finally feels like nice summer day feeling sick,8,0
27d03db745,burst bubble,2,0
af60628cca,drink leaving shops medium light coffee frappuccino nom nom nom,10,0
833944785c,want see movie sooo bad not tell anything hehe,9,0
b6609e0a52,actually really mostly forget take makeup bed,7,0
7afd324b56,belly speaking need food,4,0
3f1dc607f2,nerd reading first many books summer,6,1
f433a31196,good put clothes guys even warm moveable,7,0
ddd56a5d26,borred everyone doingn check links profile,6,1
d18c11a2bf,feel dpressed,2,1
444306424d,well sucks good way make feel bad,7,0
6e72dda9ee,wish chicken wings,3,0
48d9c6d53f,still sick home http loopt iarprg,6,1
36265d722a,plans tonight,2,0
0a1bc27370,eating maccies,2,0
31a90a1a55,lady thinks shes watching scrubs delusional shes bailing plans,9,1
8fa66ed891,fav song honestly rude make choose lol love,8,0
80c3362077,world lol poor cubbies brewers roll rangers lost leafs,9,0
b5fe8c6909,omg little girl bgt,4,0
b0ba6734a3,got twitter friends add none friends twitter,7,0
3a3311f512,not miss girlfriends seasons,4,1
956106f866,coffee bread peanut butter today,5,0
453d3f1909,harlem jealous right miss living nyc,6,1
95033b6de1,killers jonathan ross completely epitomised love fangirl heart seriously wow miss reading dublin,13,0
838ea51c99,watching ace cakes,3,0
54f64bce62,primavera barcelona spain surely ruth lorenzo must right btw jarvis walking stick,12,0
b7ead7dbe2,eww atm,2,0
5c49c70c70,feels sad coz wasnt able play guys http plurk com wxiux,11,1
4ce121e2ad,mounce yes lasts way past bedtime,6,0
d71ee3a405,joined twitter reeeally dont understand use lol,7,0
121be04fda,mary hates wana walmart butno one wants,7,1
3d0352f9f9,want watch movie one wants watch,6,1
d620cbb8a9,could bad idea hayley,4,1
57ee2b83db,sad right becuz lady,4,1
e3875aa924,ahhhhhhhh omg pridelines got talent giving headache wtf omg osn make stop mommy make stop,15,1
9e11e44604,checked hubster think pass feeling lazy caravan running around friends,10,0
1b65fb643c,lol sunny yesterday igloo melted attacked bushes recovering today things chocolateland,11,0
3c9cd969e3,miss dooooooodddddiiiieeee,2,1
1e8a00169a,gotta buy second season ghost whisperer noo moneyy,8,1
7eea1e9cdf,many cocktails last night head hurts,6,1
4e655f178c,dude butt itches cant scratch cause ppl,7,1
6c78ee6dcc,meditating plans weekend gotta work saturday,6,0
b4139f5891,feel nerves tripped plastic telescope yesty fell wall head still hurts,11,1
44a813ae34,remembered password,2,0
201d52df31,must brought bad weather states,5,1
86280d5d82,need stop could use ego boost,6,0
f1441fcdd7,cares hockey,2,1
8fe010252d,back lancaster bored already not wait start work missing hel,10,1
eda8f2cf40,not sooo noticable depends look know ipod not perfect,9,1
1580182b0a,nothing good five dollar sale,5,1
79cf6c8e4d,finished mikados shut lol,4,1
e1e1d25e91,sad schools close,3,1
d62cf6951b,thought gonna follow back twit har,6,0
43f6e87959,already lunch break,3,0
37c9db3923,new top http tinyurl com cyd,6,0
e323cf0033,srsly bgt joke maaan lame ughhhh work tomorah get early,10,1
c9ba6af3a4,big plans thanks tonsils,4,1
26d3d6def5,one spring show,3,0
49505e08de,case missed status looking maui hotel recommendations yes maui,9,1
8ea600eb9f,not sleep laying dark,4,0
c565db284d,follow honey,2,0
03d9ed3b3d,actually like almost everything job right except part not permanent,10,0
f03e80aa5a,sitting connection listening employees reminisce mope last shift,8,1
c30a0c9bdd,yes finally friday tech means nothing since currently unemployed,9,1
8c05bfedf0,sunburnt factor,2,1
3892e11d23,may email tech support ppl odd,6,1
f150bada6e,everything okay,2,0
1c9356889a,know pero available yata singapore though,6,0
e95515f546,creased nikes ohh well http twitpic com zfd,8,1
eb5ed45717,new project work,3,0
6561a663e9,bad case scenario take tomorrow still woke,7,0
798a6382f1,awake others sleep,3,0
1ba99ada07,post reminded sit something looks like steak dinner,8,0
3ef15664b9,ahhh still not following think forgot,6,1
d614edff9e,would afraid got two left feet,6,1
2d2b117213,wtf lmao got hit head bloody balls,7,1
6bccc53529,hey dude finishing lullaby dude saw pic long hair umm lets say keep short,14,0
c6a4c7d952,got home school lol weeks left yay summer school,9,0
336a59ea04,thought gonna show,3,0
0f8ac8587a,morning not ask early,4,0
fddd46aee8,anyone want buy anthropomorphic planter http tinyurl com sru available till,11,0
d9c836bb8b,yeah totally sucks hate not able breathe thanks,8,0
9c252fb22d,not called blown yet,4,1
031cf55c6b,would ideal however dont see leaving gonna take rain check,10,0
bb0156dcda,absolutely craving brownie ice cream right fedex,7,0
3df92745c3,baby man years old week today growing fast,8,0
